X82,nd,bra,pre,par,ama,ind,total,nao_bra_prop,nao_bra_prop_declarados
35054513,59,344,23,168,9,0,603,42.951907131011616,36.76470588235294
35054525,276,663,52,281,11,0,1283,48.324240062353866,34.160873882820255
35054537,406,472,59,323,9,6,1275,62.98039215686275,45.68469505178366
35054549,118,526,33,231,1,0,909,42.13421342134214,33.50189633375474
35054550,415,413,24,158,7,4,1021,59.54946131243879,31.84818481848185
35054562,310,648,25,262,5,4,1254,48.325358851674636,31.355932203389834
35054574,203,370,20,149,2,1,745,50.33557046979866,31.734317343173434
35054586,307,509,23,103,3,1,946,46.19450317124736,20.344287949921757
35054598,34,659,55,162,9,0,919,28.291621327529924,25.536723163841813
35054604,78,159,10,131,5,0,383,58.485639686684074,47.868852459016395
35054616,130,560,8,314,0,1,1013,44.71865745310958,36.57984144960362
35054628,190,399,39,245,6,1,880,54.659090909090914,42.173913043478265
35054636,174,403,38,165,1,2,783,48.53128991060025,33.82594417077176
35054641,303,405,44,244,2,0,998,59.4188376753507,41.72661870503597
35054653,551,547,33,420,1,3,1555,64.82315112540194,45.517928286852595
35054665,253,526,22,164,4,3,972,45.88477366255144,26.84283727399166
35054677,279,472,31,147,0,3,932,49.35622317596567,27.718223583460954
35054690,462,424,20,300,1,2,1209,64.92969396195203,43.239625167336015
35054707,168,225,16,103,2,0,514,56.22568093385214,34.97109826589595
35054719,154,532,27,375,2,2,1092,51.28205128205128,43.28358208955224
35054720,84,519,25,751,1,2,1382,62.44573082489146,60.015408320493066
35054732,190,754,56,507,8,3,1518,50.329380764163375,43.22289156626506
35054744,277,296,23,177,2,11,786,62.34096692111959,41.846758349705304
35054756,264,543,25,371,5,5,1213,55.23495465787305,42.781875658587985
35054768,138,275,17,166,5,21,622,55.78778135048231,43.18181818181818
35054773,215,242,26,158,3,0,644,62.422360248447205,43.58974358974359
35054781,231,227,49,109,5,0,621,63.44605475040257,41.79487179487179
35054793,434,290,36,140,3,2,905,67.95580110497237,38.42887473460722
35054800,229,381,37,137,10,3,797,52.19573400250941,32.9225352112676
35054811,83,483,39,198,10,6,819,41.02564102564102,34.375
35054823,200,450,62,195,5,0,912,50.6578947368421,36.79775280898876
35054835,320,405,71,191,5,6,998,59.4188376753507,40.26548672566371
35054847,223,275,56,135,3,2,694,60.37463976945246,41.6135881104034
35054859,410,535,47,250,4,0,1246,57.062600321027276,36.004784688995215
35054860,490,253,14,159,5,0,921,72.52985884907709,41.29930394431555
35054872,137,407,51,256,2,0,853,52.28604923798359,43.15642458100558
35054884,155,433,42,291,0,0,921,52.985884907709014,43.472584856396864
35054896,354,543,83,440,11,9,1440,62.291666666666664,50
35054902,77,520,71,409,0,19,1096,52.55474452554745,48.969578017664375
35054914,611,761,48,411,0,0,1831,58.438012015292195,37.62295081967213
35054926,358,207,18,173,0,0,756,72.61904761904762,47.98994974874372
35054938,45,807,42,242,7,0,1143,29.396325459317584,26.502732240437155
35054948,260,131,4,106,3,0,504,74.0079365079365,46.31147540983606
35054951,15,70,0,22,0,0,107,34.57943925233645,23.913043478260864
35054963,215,396,13,145,9,0,778,49.100257069408734,29.662522202486674
35054975,72,367,23,245,4,0,711,48.38255977496484,42.56651017214398
35054987,239,593,30,286,14,4,1166,49.14236706689537,36.03020496224379
35054999,146,500,33,229,0,0,908,44.93392070484582,34.38320209973753
35055001,166,460,11,207,6,0,850,45.88235294117647,32.748538011695906
35055013,174,703,42,397,1,1,1318,46.661608497723826,38.548951048951054
35055025,67,307,17,146,2,0,539,43.04267161410018,34.95762711864406
35055037,118,857,58,347,5,5,1390,38.3453237410072,32.62578616352201
35055049,161,667,27,208,3,1,1067,37.48828491096532,26.379690949227374
35055050,56,569,8,210,3,7,853,33.29425556858148,28.607277289836887
35055062,17,425,60,132,15,1,650,34.61538461538461,32.859399684044234
35055074,138,485,51,331,2,0,1007,51.837140019860975,44.18872266973533
35055086,53,792,35,248,5,0,1133,30.097087378640776,26.66666666666667
35055098,210,340,22,136,1,2,711,52.18002812939522,32.13572854291418
35055104,115,286,18,80,5,0,504,43.25396825396825,26.478149100257063
35055116,293,315,21,202,3,1,835,62.27544910179641,41.88191881918819
35055128,205,617,39,154,3,6,1024,39.74609375,24.664224664224665
35055136,316,467,100,361,7,1,1252,62.69968051118211,50.10683760683761
35055141,295,533,114,256,2,10,1210,55.950413223140494,41.748633879781416
35055153,265,334,28,231,4,1,863,61.297798377752024,44.147157190635454
35055165,444,221,16,116,1,1,799,72.34042553191489,37.74647887323944
35055177,229,257,42,231,4,1,764,66.36125654450262,51.96261682242991
35055189,494,749,88,502,3,2,1838,59.24918389553863,44.270833333333336
35055190,94,574,58,407,6,0,1139,49.60491659350307,45.07177033492823
35055207,455,506,52,341,6,1,1361,62.82145481263777,44.15011037527594
35055219,420,473,50,530,4,5,1482,68.08367071524965,55.46139359698682
35055220,486,609,51,468,0,0,1614,62.26765799256506,46.01063829787234
35055232,727,367,26,342,2,0,1464,74.93169398907105,50.20352781546811
35055244,250,330,24,139,0,1,744,55.64516129032258,33.198380566801625
35055256,287,515,48,344,0,0,1194,56.867671691792296,43.219404630650494
35055268,571,296,45,262,1,1,1176,74.82993197278911,51.074380165289256
35055273,577,561,19,273,1,2,1433,60.851360781577114,34.4626168224299
35055281,110,231,21,223,0,1,586,60.580204778157,51.470588235294116
35055293,111,787,34,431,1,0,1364,42.30205278592375,37.190742218675176
35055300,97,463,61,474,6,0,1101,57.94732061762035,53.884462151394416
35055311,196,247,38,580,6,1,1068,76.87265917602997,71.67431192660551
35055323,176,513,44,306,3,0,1042,50.76775431861804,40.762124711316396
35055335,226,813,106,551,0,0,1696,52.06367924528301,44.693877551020414
35055347,442,570,50,193,12,0,1267,55.01183898973954,30.909090909090907
35055359,463,615,61,372,0,5,1516,59.43271767810027,41.5954415954416
35055360,321,662,36,196,12,0,1227,46.04726976365118,26.931567328918327
35055372,624,623,48,328,3,1,1627,61.70866625691457,37.88634097706879
35055384,353,351,38,265,4,3,1014,65.38461538461539,46.89863842662633
35055396,329,510,45,240,4,1,1129,54.827280779450845,36.25000000000001
35055402,217,568,54,387,1,2,1229,53.78356387306753,43.873517786561266
35055414,775,440,94,427,0,0,1736,74.65437788018433,54.21436004162331
35055426,143,546,63,378,0,2,1132,51.76678445229682,44.79271991911021
35055438,506,444,20,219,2,2,1193,62.78290025146689,35.37117903930132
35055448,608,397,28,286,1,2,1322,69.9697428139183,44.397759103641455
35055451,267,405,15,142,1,1,831,51.26353790613718,28.191489361702125
35055463,51,517,53,415,2,0,1038,50.19267822736031,47.61904761904761
35055475,87,556,42,456,3,0,1144,51.39860139860139,47.398297067171235
35055487,236,471,24,260,0,3,994,52.61569416498995,37.86279683377308
35055499,101,669,43,333,0,2,1148,41.724738675958186,36.10315186246418
35055505,264,501,35,319,4,1,1124,55.427046263345204,41.744186046511636
35055517,264,443,43,273,1,1,1025,56.78048780487806,41.78712220762155
35055529,172,387,69,458,0,2,1088,64.43014705882352,57.751091703056765
35055530,122,951,109,505,1,4,1692,43.794326241134755,39.42675159235669
35055542,368,423,46,365,3,0,1205,64.89626556016597,49.46236559139785
35055554,375,718,70,541,1,2,1707,57.937902753368476,46.0960960960961
35055566,389,450,30,189,5,0,1063,57.66698024459078,33.23442136498517
35055578,405,389,22,255,0,0,1071,63.67880485527544,41.591591591591595
35055585,235,510,67,676,2,2,1492,65.8176943699732,59.427207637231504
35055591,240,495,46,320,4,0,1105,55.203619909502265,42.77456647398844
35055608,58,738,42,479,3,3,1323,44.21768707482994,41.660079051383406
35055612,401,438,58,548,2,2,1449,69.77225672877847,58.206106870229
35055621,204,394,29,233,1,2,863,54.34530706836617,40.21244309559939
35055633,879,515,52,493,3,1,1943,73.4945959855893,51.597744360902254
35055645,182,686,50,529,3,0,1450,52.689655172413794,45.89905362776025
35055657,521,399,58,507,1,1,1487,73.16745124411567,58.69565217391304
35055669,377,464,35,166,4,5,1051,55.851569933396775,31.15727002967359
35055670,305,395,22,355,0,0,1077,63.32404828226556,48.83419689119171
35055682,366,453,53,460,5,0,1337,66.11817501869858,53.3470648815654
35055694,699,630,59,372,6,3,1769,64.38665912945167,41.12149532710281
35055700,123,752,47,582,5,3,1512,50.264550264550266,45.86033117350612
35055712,79,571,52,467,2,6,1177,51.48683092608326,47.99635701275046
35055724,446,731,53,540,1,2,1773,58.77044557247603,44.913338357196686
35055736,426,452,37,445,5,0,1365,66.88644688644689,51.863684771033014
35055748,381,412,31,271,4,1,1100,62.54545454545455,42.698191933240615
35055759,597,401,47,212,4,0,1261,68.19984139571768,39.608433734939766
35056571,410,313,58,291,7,0,1079,70.99165894346618,53.21375186846039
35056583,376,104,17,116,1,0,614,83.06188925081433,56.30252100840336
35056704,192,74,4,53,1,0,324,77.1604938271605,43.939393939393945
35056716,396,496,43,189,0,4,1128,56.02836879432624,32.240437158469945
35056881,52,129,1,64,0,0,246,47.5609756097561,33.50515463917526
35056972,99,87,9,47,0,0,242,64.0495867768595,39.16083916083915
35056996,346,163,24,116,2,1,652,75,46.73202614379085
35057022,233,108,9,50,1,0,401,73.06733167082294,35.71428571428571
35057034,183,23,5,21,0,0,232,90.08620689655173,53.06122448979591
35057125,222,355,22,161,0,0,760,53.289473684210535,34.01486988847584
35057289,114,76,7,31,0,0,228,66.66666666666667,33.333333333333336
35057332,324,446,58,482,2,1,1313,66.03198781416604,54.903943377148636
35057484,236,82,11,66,0,0,395,79.24050632911393,48.42767295597484
35057548,125,83,10,85,0,0,303,72.60726072607261,53.37078651685394
35057551,382,416,41,473,3,3,1318,68.43702579666162,55.55555555555556
35057575,335,116,17,115,1,0,584,80.13698630136986,53.41365461847389
35057605,109,63,12,47,0,1,232,72.84482758620689,48.78048780487805
35057666,230,548,22,286,1,2,1089,49.678604224058766,36.20488940628638
35057691,151,71,1,14,1,0,238,70.16806722689076,18.39080459770115
35057733,217,150,27,283,0,1,678,77.87610619469027,67.46203904555314
35057812,99,65,3,82,0,1,250,74,56.95364238410596
35057836,184,219,19,138,0,2,562,61.032028469750884,42.063492063492056
35057873,118,90,3,39,0,0,250,64,31.818181818181824
35057903,318,125,17,154,0,0,614,79.64169381107492,57.77027027027026
35057915,131,45,1,51,2,0,230,80.43478260869566,54.54545454545454
35058002,409,453,46,271,2,1,1182,61.6751269035533,41.39715394566623
35058051,304,130,15,82,4,1,536,75.74626865671642,43.96551724137932
35058063,83,120,11,103,0,1,318,62.264150943396224,48.93617021276596
35058075,225,386,28,300,1,1,941,58.97980871413391,46.089385474860336
35058087,53,99,13,68,0,0,233,57.510729613733915,44.99999999999999
35058117,186,49,5,37,0,0,277,82.31046931407943,46.15384615384615
35058129,186,56,2,35,0,0,279,79.92831541218638,39.784946236559136
35058166,279,119,12,107,2,1,520,77.11538461538461,50.62240663900415
35058178,167,66,4,63,1,1,302,78.1456953642384,51.11111111111111
35058185,230,534,46,476,4,7,1297,58.82806476484195,49.95313964386129
35058191,175,151,14,154,0,0,494,69.43319838056681,52.66457680250783
35058208,156,48,53,26,1,1,285,83.15789473684211,62.7906976744186
35058212,521,421,43,440,4,1,1430,70.55944055944056,53.68536853685369
35058257,52,264,26,271,4,3,620,57.41935483870968,53.52112676056338
35058440,133,44,3,46,0,0,226,80.53097345132744,52.68817204301075
35058452,163,383,78,605,2,4,1235,68.98785425101215,64.27238805970148
35058464,242,119,14,319,0,0,694,82.85302593659942,73.67256637168141
35058488,97,87,9,119,2,1,315,72.38095238095238,60.09174311926606
35058518,224,141,17,136,3,0,521,72.93666026871402,52.52525252525253
35058865,36,9,2,14,3,0,64,85.9375,67.85714285714286
35058920,1,29,1,45,0,0,76,61.8421052631579,61.33333333333333
35059079,73,43,3,32,0,0,151,71.52317880794702,44.87179487179487
35059080,83,13,1,11,1,0,109,88.07339449541286,50
35059183,63,30,6,40,0,1,140,78.57142857142857,61.038961038961034
35059596,67,57,2,11,0,0,137,58.3941605839416,18.571428571428573
35059808,39,26,2,30,1,2,100,74,57.377049180327866
35059973,89,13,0,9,0,0,111,88.28828828828829,40.90909090909091
35059985,14,35,2,26,0,0,77,54.54545454545454,44.44444444444444
35060331,175,592,59,386,5,0,1217,51.35579293344289,43.186180422264876
35060549,211,308,11,265,3,0,798,61.40350877192983,47.5298126064736
35060550,100,132,6,69,0,1,308,57.14285714285714,36.53846153846154
35060562,330,479,56,607,2,2,1476,67.54742547425474,58.20244328097731
35060574,88,396,3,10,5,0,502,21.11553784860558,4.347826086956519
35060586,139,252,23,257,3,0,674,62.61127596439169,52.89719626168225
35060847,124,39,2,57,0,1,223,82.51121076233183,60.60606060606061
35060948,346,111,14,68,1,0,540,79.44444444444446,42.78350515463918
35060963,231,19,7,47,1,0,305,93.77049180327869,74.32432432432432
35061141,61,41,2,20,0,1,125,67.19999999999999,35.9375
35061992,67,21,1,13,2,0,104,79.8076923076923,43.24324324324324
35062029,39,25,0,42,0,0,106,76.41509433962264,62.68656716417911
35062777,145,214,20,174,1,0,554,61.37184115523466,47.67726161369193
35062789,272,394,43,247,1,0,957,58.82967607105538,42.481751824817515
35062790,44,348,78,649,0,0,1119,68.90080428954424,67.62790697674419
35062807,141,754,46,451,0,2,1394,45.91104734576758,39.8244213886672
35063058,13,54,4,24,0,0,95,43.15789473684211,34.14634146341463
35063071,85,151,1,12,2,0,251,39.8406374501992,9.036144578313255
35063332,112,313,13,30,3,0,471,33.54564755838641,12.8133704735376
35066266,489,413,35,315,2,2,1256,67.11783439490446,46.15384615384615
35066278,61,34,1,19,2,0,117,70.94017094017093,39.28571428571429
35066285,7,103,21,137,0,0,268,61.56716417910448,60.53639846743295
35066291,337,106,8,173,1,1,626,83.06709265175719,63.32179930795847
35066308,894,304,47,422,12,5,1684,81.94774346793349,61.518987341772146
35066312,128,108,20,126,6,0,388,72.16494845360825,58.46153846153845
35066734,227,271,24,142,0,1,665,59.248120300751886,38.12785388127854
35068627,192,477,56,309,5,24,1063,55.12699905926623,45.2353616532721
35068639,149,164,6,96,0,0,415,60.48192771084337,38.34586466165414
35068640,114,108,6,43,3,1,275,60.72727272727273,32.919254658385086
35068652,40,133,12,95,0,0,280,52.5,44.58333333333333
35068664,234,636,71,387,11,4,1343,52.6433358153388,42.65103697024346
35068676,314,378,39,383,1,0,1115,66.09865470852017,52.80898876404494
35068688,173,126,40,221,2,2,564,77.65957446808511,67.77493606138107
35068697,233,397,48,258,3,0,939,57.7209797657082,43.76770538243626
35068706,136,369,42,323,1,1,872,57.68348623853211,49.8641304347826
35068718,487,544,69,592,3,0,1695,67.90560471976401,54.96688741721854
35068724,148,87,7,96,0,0,338,74.2603550295858,54.21052631578947
35068731,68,571,120,593,0,2,1354,57.828655834564245,55.59875583203733
35068743,278,339,43,343,4,0,1007,66.3356504468719,53.497942386831276
35068755,133,107,12,68,0,0,320,66.5625,42.78074866310161
35068767,548,571,55,407,3,3,1587,64.02016383112792,45.04331087584216
35068779,358,578,69,631,1,4,1641,64.77757464960389,54.94933749025721
35068780,97,629,57,399,3,0,1185,46.91983122362869,42.1875
35068792,428,295,44,348,0,0,1115,73.54260089686099,57.059679767103354
35068809,349,399,45,341,0,0,1134,64.81481481481481,49.17197452229299
35068810,368,315,53,313,1,2,1052,70.05703422053232,53.94736842105263
35068822,378,410,35,322,6,6,1157,64.56352636127917,47.36842105263158
35068834,53,497,53,647,4,0,1254,60.366826156299844,58.61781848459617
35070178,265,624,146,433,5,7,1480,57.83783783783784,48.641975308641975
35070185,573,318,16,261,1,1,1170,72.82051282051283,46.733668341708544
35070191,173,349,36,321,1,2,882,60.430839002267575,50.77574047954866
35070208,312,365,29,209,2,3,920,60.32608695652174,39.9671052631579
35071936,82,654,5,21,3,0,765,14.509803921568631,4.245973645680823
35072230,457,479,46,430,4,1,1417,66.19618913196894,50.10416666666666
35072285,163,47,8,70,0,0,288,83.68055555555556,62.4
35072357,5,82,0,4,1,0,92,10.869565217391308,5.747126436781613
35072473,35,19,1,17,0,0,72,73.61111111111111,48.64864864864865
35072497,10,24,5,14,3,0,56,57.14285714285714,47.82608695652174
35072503,93,320,60,223,0,3,699,54.220314735336196,47.1947194719472
35072552,452,426,69,337,8,3,1295,67.10424710424711,49.4661921708185
35074640,295,90,7,81,2,0,475,81.05263157894737,50
35074652,130,250,14,168,0,0,562,55.51601423487544,42.129629629629626
35074664,84,106,9,113,2,1,315,66.34920634920634,54.112554112554115
35074676,230,194,20,152,1,1,598,67.55852842809364,47.28260869565217
35074688,326,205,10,85,1,0,627,67.30462519936205,31.893687707641195
35074697,168,113,7,45,4,0,337,66.46884272997033,33.13609467455622
35074706,173,160,7,45,1,2,388,58.76288659793815,25.581395348837212
35074718,213,47,9,29,1,0,299,84.2809364548495,45.34883720930233
35074724,35,105,19,161,0,0,320,67.1875,63.1578947368421
35074731,549,353,59,299,0,0,1260,71.98412698412699,50.35161744022503
35074743,892,461,98,536,4,2,1993,76.86904164576016,58.1289736603088
35074755,230,127,13,185,2,0,557,77.19928186714542,61.16207951070336
35074767,234,665,125,826,3,0,1853,64.11225040474906,58.92526250772081
35075395,334,107,15,138,0,0,594,81.98653198653199,58.84615384615385
35075553,464,98,19,118,0,1,700,86,58.47457627118644
35075565,3,195,17,204,0,0,419,53.46062052505967,53.125
35075577,206,109,18,84,1,0,418,73.92344497607655,48.58490566037735
35075589,177,164,31,237,0,0,609,73.07060755336617,62.03703703703704
35076119,55,96,7,140,0,1,299,67.89297658862876,60.65573770491803
35076120,29,140,30,211,1,0,411,65.93673965936739,63.35078534031413
35076132,352,348,22,292,3,13,1030,66.2135922330097,48.67256637168141
35076144,239,265,21,270,4,2,801,66.91635455680401,52.84697508896797
35076156,80,54,1,11,0,1,147,63.26530612244898,19.402985074626866
35076168,163,42,8,44,0,1,258,83.72093023255813,55.78947368421052
35076173,151,35,17,71,1,0,275,87.27272727272728,71.7741935483871
35076181,436,314,71,397,5,0,1223,74.32542927228127,60.10165184243965
35076193,138,101,10,113,0,0,362,72.09944751381215,54.91071428571428
35076200,301,102,6,194,2,0,605,83.14049586776859,66.44736842105263
35078759,233,246,20,156,0,0,655,62.44274809160305,41.70616113744076
35078761,251,146,12,124,0,0,533,72.6078799249531,48.22695035460993
35078773,509,468,44,406,2,0,1429,67.24982505248424,49.1304347826087
35078785,55,472,50,674,2,0,1253,62.33040702314445,60.60100166944908
35078797,371,464,27,479,2,0,1343,65.45048399106477,52.2633744855967
35079005,41,71,8,63,2,0,185,61.621621621621614,50.69444444444444
35079017,30,63,13,50,1,0,157,59.87261146496815,50.39370078740157
35079029,1,19,8,16,1,0,45,57.77777777777777,56.81818181818181
35079030,12,53,16,93,1,0,175,69.71428571428571,67.48466257668711
35079042,32,48,6,40,0,0,126,61.904761904761905,48.93617021276596
35079736,2,42,6,22,0,0,72,41.666666666666664,40
35079881,270,156,7,127,0,0,560,72.14285714285714,46.20689655172414
35080998,283,74,6,43,0,0,406,81.77339901477832,39.83739837398373
35081000,218,167,12,150,1,1,549,69.58105646630237,49.546827794561935
35081012,28,242,30,276,0,3,579,58.20379965457685,56.07985480943738
35081024,283,126,3,66,0,0,478,73.64016736401673,35.38461538461538
35082314,99,167,24,154,1,0,445,62.47191011235955,51.73410404624277
35082326,94,102,3,28,0,0,227,55.06607929515419,23.308270676691734
35082466,14,17,6,28,1,0,66,74.24242424242425,67.3076923076923
35082521,122,99,14,41,3,0,279,64.51612903225806,36.94267515923567
35083948,486,515,52,447,4,0,1504,65.75797872340425,49.41060903732809
35083951,50,13,0,4,0,0,67,80.59701492537313,23.529411764705888
35083963,113,561,36,377,1,0,1088,48.4375,42.46153846153846
35083975,139,118,14,141,1,0,413,71.42857142857143,56.934306569343065
35083987,48,172,12,164,2,0,398,56.78391959798995,50.857142857142854
35084177,123,70,4,35,1,1,234,70.08547008547008,36.93693693693694
35084220,91,255,29,137,1,1,514,50.38910505836576,39.71631205673759
35084232,5,227,7,155,0,1,395,42.53164556962026,41.79487179487179
35084244,200,81,7,51,5,3,347,76.657060518732,44.89795918367348
35084256,122,87,6,45,0,0,260,66.53846153846155,36.95652173913043
35084268,84,229,23,80,0,0,416,44.95192307692307,31.024096385542165
35084273,188,46,6,27,0,0,267,82.77153558052434,41.77215189873418
35084281,80,107,8,32,7,0,234,54.27350427350428,30.519480519480524
35084293,50,190,3,64,0,0,307,38.11074918566775,26.070038910505833
35084300,265,174,23,129,2,0,593,70.65767284991568,46.95121951219512
35084311,97,40,4,23,1,0,165,75.75757575757575,41.17647058823529
35084323,233,125,5,44,1,1,409,69.43765281173594,28.97727272727273
35084335,363,98,6,73,2,0,542,81.91881918819189,45.2513966480447
35084347,34,58,2,27,2,0,123,52.84552845528455,34.8314606741573
35084359,17,101,11,91,0,0,220,54.090909090909086,50.24630541871922
35084360,109,33,2,27,1,0,172,80.81395348837209,47.61904761904761
35084372,105,111,5,67,1,0,289,61.5916955017301,39.67391304347826
35084384,131,90,4,50,1,0,276,67.3913043478261,37.93103448275862
35084396,294,161,15,68,3,0,541,70.24029574861368,34.81781376518218
35084402,196,145,24,172,2,1,540,73.14814814814814,57.84883720930232
35085479,157,98,4,60,1,0,320,69.375,39.877300613496935
35085480,179,50,2,42,0,0,273,81.68498168498168,46.808510638297875
35085492,133,145,13,113,0,1,405,64.19753086419753,46.69117647058824
35085509,4,179,12,120,0,1,316,43.35443037974683,42.62820512820513
35085510,56,44,3,9,0,0,112,60.71428571428572,21.42857142857143
35085522,193,205,2,60,2,0,462,55.62770562770562,23.79182156133829
35085534,41,201,10,121,1,0,374,46.256684491978604,39.63963963963963
35085546,204,144,4,54,2,0,408,64.70588235294117,29.411764705882348
35085558,120,558,73,601,2,1,1355,58.81918819188192,54.81781376518219
35085561,111,116,10,205,1,1,444,73.87387387387388,65.16516516516518
35085571,87,89,2,39,0,0,217,58.986175115207374,31.538461538461537
35085583,127,66,3,99,0,0,295,77.62711864406779,60.71428571428572
35085595,135,74,10,138,1,0,358,79.32960893854748,66.81614349775784
35085601,19,234,19,245,2,0,519,54.91329479768786,53.2
35087105,274,182,14,76,1,0,547,66.72760511882998,33.333333333333336
35087117,209,102,7,94,1,0,413,75.30266343825666,50
35087129,183,104,10,91,0,0,388,73.1958762886598,49.26829268292683
35087130,121,168,10,77,0,0,376,55.319148936170215,34.11764705882353
35087142,177,483,42,465,0,0,1167,58.61182519280206,51.21212121212122
35087154,84,547,64,658,0,0,1353,59.57132298595713,56.89519306540583
35087166,171,83,9,78,0,0,341,75.65982404692082,51.17647058823529
35087178,168,176,18,146,1,1,510,65.49019607843137,48.538011695906434
35087185,122,56,6,35,0,0,219,74.42922374429224,42.26804123711341
35087191,296,738,23,352,0,0,1409,47.62242725337118,33.692722371967655
35087208,83,92,11,69,0,0,255,63.921568627450974,46.51162790697675
35087212,154,53,10,32,1,1,251,78.88446215139442,45.36082474226804
35087221,70,59,2,16,0,0,147,59.863945578231295,23.376623376623375
35087233,90,81,8,54,0,0,233,65.23605150214593,43.35664335664335
35087245,108,107,6,38,0,0,259,58.687258687258684,29.139072847682122
35087257,38,87,19,53,2,0,199,56.28140703517588,45.962732919254655
35087269,199,53,10,41,0,0,303,82.50825082508251,49.03846153846154
35087270,17,133,21,94,4,1,270,50.74074074074074,47.430830039525695
35087282,318,326,34,343,1,1,1023,68.13294232649072,53.758865248226954
35087294,195,51,10,57,2,0,315,83.80952380952381,57.49999999999999
35087300,108,79,7,52,0,0,246,67.88617886178862,42.7536231884058
35087580,27,126,7,158,1,0,319,60.501567398119114,56.849315068493155
35087592,192,66,9,53,0,0,320,79.375,48.4375
35087609,139,113,5,72,1,0,330,65.75757575757576,40.83769633507853
35087610,16,105,1,19,3,1,145,27.586206896551722,18.6046511627907
35087622,262,129,8,56,0,0,455,71.64835164835165,33.16062176165803
35087634,138,44,11,66,1,0,260,83.07692307692307,63.934426229508205
35087646,92,121,11,97,0,0,321,62.30529595015577,47.161572052401745
35087658,156,134,22,234,0,1,547,75.50274223034735,65.72890025575447
35087661,191,518,40,537,0,4,1290,59.84496124031008,52.86624203821656
35087671,85,32,6,39,0,0,162,80.24691358024691,58.44155844155844
35090585,403,513,89,557,6,0,1568,67.28316326530613,55.96566523605151
35090591,405,382,57,379,3,2,1228,68.89250814332247,53.58444714459295
35090608,363,98,14,109,0,1,585,83.24786324786325,55.855855855855864
35090612,70,562,75,292,2,3,1004,44.02390438247012,39.82869379014989
35090621,102,212,44,155,1,0,514,58.754863813229576,48.54368932038835
35090633,169,49,1,34,0,0,253,80.63241106719367,41.666666666666664
35090645,105,50,6,27,1,0,189,73.54497354497354,40.476190476190474
35090657,84,81,16,78,0,0,259,68.72586872586872,53.714285714285715
35090669,157,90,6,46,0,0,299,69.89966555183946,36.61971830985915
35090670,102,82,18,47,1,0,250,67.19999999999999,44.5945945945946
35090682,110,164,10,158,6,0,448,63.39285714285714,51.4792899408284
35090694,174,89,1,100,4,1,369,75.88075880758808,54.358974358974365
35090700,61,87,13,85,0,2,248,64.91935483870968,53.475935828877
35090712,39,230,26,156,0,2,453,49.22737306843267,44.44444444444444
35090724,121,179,21,81,2,0,404,55.693069306930695,36.74911660777384
35090736,129,68,7,58,0,0,262,74.04580152671755,48.872180451127825
35091340,328,416,29,214,3,3,993,58.106747230614296,37.44360902255639
35091352,194,578,54,304,1,0,1131,48.894783377542,38.313767342582715
35091364,188,74,5,21,0,0,288,74.30555555555556,26
35091376,49,77,20,56,1,0,203,62.06896551724138,50
35091388,238,69,14,65,0,1,387,82.17054263565892,53.691275167785236
35091397,128,149,16,77,0,0,370,59.72972972972973,38.42975206611571
35091406,546,419,71,301,4,0,1341,68.75466070096942,47.29559748427673
35091418,568,383,67,312,9,3,1342,71.46050670640834,50.51679586563307
35091424,376,850,120,572,4,1,1923,55.79823192927718,45.05494505494505
35091431,180,51,11,83,2,3,330,84.54545454545455,65.99999999999999
35091443,117,139,10,99,1,0,366,62.02185792349727,44.17670682730924
35092575,103,1552,70,684,14,5,2428,36.07907742998353,33.24731182795699
35092587,144,84,7,74,1,0,310,72.90322580645162,49.397590361445786
35092599,148,76,11,83,2,0,320,76.25,55.81395348837209
35092605,142,124,10,71,0,0,347,64.26512968299711,39.51219512195122
35092617,154,184,10,135,2,0,485,62.06185567010309,44.41087613293051
35092629,257,88,3,60,0,0,408,78.43137254901961,41.72185430463576
35092630,48,142,38,147,8,8,391,63.68286445012787,58.60058309037901
35092642,307,136,10,90,0,2,545,75.04587155963303,42.85714285714286
35092654,143,68,4,120,1,1,337,79.82195845697329,64.94845360824742
35092666,142,124,6,112,1,2,387,67.95865633074936,49.38775510204082
35092678,73,99,10,59,0,0,241,58.921161825726145,41.07142857142857
35092685,216,59,6,87,0,0,368,83.96739130434783,61.184210526315795
35092691,40,109,11,45,1,0,206,47.0873786407767,34.337349397590366
35092708,224,57,8,54,0,0,343,83.38192419825073,52.100840336134446
35092712,167,55,10,57,0,0,289,80.96885813148789,54.91803278688525
35092721,188,51,5,47,0,0,291,82.4742268041237,50.48543689320388
35092733,193,69,10,108,0,0,380,81.84210526315789,63.10160427807487
35092745,490,300,30,665,0,0,1485,79.7979797979798,69.84924623115577
35092757,120,105,19,87,1,2,334,68.562874251497007,50.93457943925234
35092769,178,65,8,45,4,2,302,78.47682119205298,47.58064516129033
35092770,167,75,11,114,1,0,368,79.61956521739131,62.68656716417911
35092782,176,66,6,37,0,0,285,76.84210526315789,39.449541284403665
35092794,108,211,18,139,0,0,476,55.67226890756303,42.66304347826087
35092800,195,48,10,38,1,0,292,83.56164383561644,50.51546391752577
35092812,63,125,10,114,0,0,312,59.93589743589743,49.79919678714859
35092824,90,138,13,172,1,0,414,66.66666666666667,57.407407407407405
35092836,347,107,13,108,0,0,575,81.3913043478261,53.07017543859649
35092848,127,105,1,60,1,0,294,64.28571428571428,37.125748502994014
